ID	Concept	Doculect	Value	Tokens
543	walk	a121mbonge	kɛndɛ	k ɛ n d ɛ
544	war	a121mbonge	bila	b i l a
545	water	a121mbonge	maliba	m a l i b a
546	wind	a121mbonge	ŋguŋga	ŋ g u ŋ g a
547	woman	a121mbonge	ŋalana	ŋ a l a n a
548	animal	a122bakundu	ɲàmà	ɲ a m a
549	arm	a122bakundu	mòkɔ̀	m o k ɔ
550	ashes	a122bakundu	mbú	m b u
551	bark	a122bakundu	ekuku	e k u k u
552	bed	a122bakundu	dìnõ̀ŋɡò	d i n õ ŋ g o
553	belly	a122bakundu	ŋʷèà	ŋʷ e a
554	big	a122bakundu	kɔrɔ	k ɔ r ɔ
555	bird	a122bakundu	īnɔ̄	i n ɔ
556	bite	a122bakundu	da	d a
557	blood	a122bakundu	màkìà	m a k i a
558	bone	a122bakundu	ésé	e s e
559	breast	a122bakundu	dìbè	d i b e
560	burn	a122bakundu	yaŋga	j a ŋ g a
561	child	a122bakundu	ŋʷánà	ŋʷ a n a
562	cloud	a122bakundu	mbà	m b a
563	come	a122bakundu	iya	i j a
564	count	a122bakundu	laŋga	l a ŋ g a
565	dew	a122bakundu	βekɛri	β e k ɛ r i
566	die	a122bakundu	wa	w a
567	dog	a122bakundu	ŋ̀ɡbá	ŋ g b a
568	drink	a122bakundu	ŋwa	ŋ w a
569	ear	a122bakundu	dìtoỳ	d i t o j
570	eat	a122bakundu	da	d a
571	egg	a122bakundu	dìkéù	d i k e u
572	elephant	a122bakundu	njɔ̀kù	n j ɔ k u
573	eye	a122bakundu	dìsɔ̂	d i s ɔ
574	face	a122bakundu	bòsó	b o s o
575	fall	a122bakundu	kunda	k u n d a
576	fat, oil	a122bakundu	dìwɔ́	d i w ɔ
577	feather	a122bakundu	esa	e s a
578	fingernail	a122bakundu	mòsẽ́ŋɡé	m o s ẽ ŋ g e
579	fire	a122bakundu	móá	m o a
580	fire-wood	a122bakundu	ícó	i c o
581	fish	a122bakundu	ndṍndí	n d õ n d i
582	five	a122bakundu	beta	b e t a
583	fly	a122bakundu	ɛrua	ɛ r u a
584	four	a122bakundu	beni	b e n i
585	give	a122bakundu	beke	b e k e
586	goat	a122bakundu	mbóḷì	m b o l i
587	ground, soil	a122bakundu	moɲɛrɛ	m o ɲ ɛ r ɛ
588	hair	a122bakundu	ɲṍŋɡà	ɲ õ ŋ g a
589	head	a122bakundu	mòló	m o l o
590	hear	a122bakundu	oka	o k a
591	heart	a122bakundu	mòḷémá	m o l e m a
592	horn	a122bakundu	mòsébá	m o s e b a
593	house	a122bakundu	ndábò	n d a b o
594	hunger	a122bakundu	nja	n j a
595	intestine	a122bakundu	mea	m e a
596	iron	a122bakundu	èkè	e k e
597	kill	a122bakundu	boloa	b o l o a
598	knee	a122bakundu	libɔŋgɔ	l i b ɔ ŋ g ɔ
599	knife	a122bakundu	mòɲìká	m o ɲ i k a
600	know	a122bakundu	icoa	i c o a
601	leaf	a122bakundu	ècá	e c a
602	leg	a122bakundu	mōpā	m o p a
603	liver	a122bakundu	dìbè	d i b e
604	louse	a122bakundu	ɲa	ɲ a
605	man	a122bakundu	ŋɡʷíáná	ŋ gʷ i a n a
606	moon	a122bakundu	ŋgɔndɛ	ŋ g ɔ n d ɛ
607	mouth	a122bakundu	wànà	w a n a
608	name	a122bakundu	díná	d i n a
609	navel	a122bakundu	dìtẽ́ŋɡù	d i t ẽ ŋ g u
610	neck	a122bakundu	ŋɡɔ̄	ŋ g ɔ
611	night	a122bakundu	bulu	b u l u
612	nose	a122bakundu	dò	d o
613	one	a122bakundu	eyɔkɔ	e j ɔ k ɔ
614	person	a122bakundu	mòtò	m o t o
615	rain	a122bakundu	mbúà	m b u a
616	road	a122bakundu	njea	n j e a
617	root	a122bakundu	mòkákù	m o k a k u
618	salt	a122bakundu	íkʷá	i kʷ a
619	sand	a122bakundu	ɲaŋgu	ɲ a ŋ g u
620	see	a122bakundu	ɛnɛ	ɛ n ɛ
621	send	a122bakundu	loma	l o m a
622	shame	a122bakundu	isɔ	i s ɔ
623	sing	a122bakundu	kɔnɔ	k ɔ n ɔ
624	skin	a122bakundu	ekobo	e k o b o
625	sky	a122bakundu	óŋʷá ḷòbà	o ŋʷ a + l o b a
626	sleep	a122bakundu	iyɔ	i j ɔ
627	smoke	a122bakundu	motutu	m o t u t u
628	snake	a122bakundu	ɲɔ̀	ɲ ɔ
629	spear	a122bakundu	dìkɔ̃̀ŋɡɔ̀	d i k ɔ̃ ŋ g ɔ
630	steal	a122bakundu	iɸa	i ɸ a
631	stone	a122bakundu	bòlɛ̀	b o l ɛ
632	sun	a122bakundu	lòbà	l o b a
633	tail	a122bakundu	mòkõ̀ndò	m o k õ n d o
634	ten	a122bakundu	londalo	l o n d a l o
635	three	a122bakundu	beraro	b e r a r o
636	tongue	a122bakundu	lyémè	l j e m e
637	tooth	a122bakundu	dìsõ̀ŋɡá	d i s õ ŋ g a
638	tree	a122bakundu	bòlé	b o l e
639	two	a122bakundu	bebe	b e b e
640	urine	a122bakundu	miyali	m i j a l i
641	village	a122bakundu	mbókà	m b o k a
642	vomit	a122bakundu	coa	c o a
643	walk	a122bakundu	aka	a k a
644	war	a122bakundu	bìlá	b i l a
645	water	a122bakundu	màḷìbà	m a l i b a
646	wind	a122bakundu	ekwili	e k w i l i
647	woman	a122bakundu	ŋʷáláná	ŋʷ a l a n a
648	animal	a141lefo	ɲàm	ɲ a m
649	arm	a141lefo	ŋ̀-kwɛ̀n	ŋ k w ɛ n
650	ashes	a141lefo	mbùmbû	m b u m b û
651	bark	a141lefo	mbísìbwɛ̌	m b i s i b w ɛ
652	bed	a141lefo	wù-tì	w u t i
653	belly	a141lefo	lì-bùm	l i b u m
654	big	a141lefo	-tòn	t o n
655	bird	a141lefo	wù-nɔ̀n	w u n ɔ n
656	bite	a141lefo	kwàké	k w a k e
657	blood	a141lefo	mà-kìí	m a k i i
658	bone	a141lefo	ɛ̀-fìˀ	ɛ f iˀ
659	breast	a141lefo	lè-bê	l e b e
660	burn	a141lefo	wɔ̀ké	w ɔ k e
661	child	a141lefo	mw-ǎn	m w a n
662	cloud	a141lefo	lì-báŋ	l i b a ŋ
663	come	a141lefo	pāʔ	p a ʔ
664	count	a141lefo	láŋ	l a ŋ
665	dew	a141lefo	bè-kə̀kí	b e k ə k i
666	die	a141lefo	wá	w a
667	dog	a141lefo	mbwá	m b w a
668	drink	a141lefo	-mwá	m w a
669	ear	a141lefo	ɛ̀-túì	ɛ t u i
670	eat	a141lefo	-dyá	d j a
671	egg	a141lefo	lè-kə́	l e k ə
672	elephant	a141lefo	ɲjɔ̀ˀ	ɲ j ɔˀ
673	eye	a141lefo	d-ǐˀ	d iˀ
674	face	a141lefo	wò-sú	w o s u
675	fall	a141lefo	kún	k u n
676	fat, oil	a141lefo	lè-fɔ́ŋ	l e f ɔ ŋ
677	feather	a141lefo	è-ʃə́ˀ	e ʃ əˀ
678	fingernail	a141lefo	ɲǎn	ɲ a n
679	fire	a141lefo	mùí	m u i
680	fire-wood	a141lefo	li-yūè	l i j u e
681	fish	a141lefo	ʃüè	ʃ y e
682	five	a141lefo	-táàn	t a a n
683	fly	a141lefo	-fùmú	f u m u
684	four	a141lefo	-nììn	n i i n
685	give	a141lefo	baˀ	b aˀ
686	goat	a141lefo	mból	m b o l
687	ground, soil	a141lefo	ndɔ̀ˀ	n d ɔˀ
688	hair	a141lefo	ɲùŋ	ɲ u ŋ
689	head	a141lefo	ǹ-ló	n l o
690	hear	a141lefo	wóˀ	w oˀ
691	heart	a141lefo	ǹ-lə́m	n l ə m
692	horn	a141lefo	tɔ́ŋ	t ɔ ŋ
693	house	a141lefo	ndáˀ	n d aˀ
694	hunger	a141lefo	njɛ̀	n j ɛ
695	intestine	a141lefo	ǹ-yà	n j a
696	iron	a141lefo	ɛ̀-kèˀ	ɛ k eˀ
697	kill	a141lefo	bólò	b o l o
698	knee	a141lefo	lì-bɔ́ŋ	l i b ɔ ŋ
699	knife	a141lefo	dì-lɛ́ndɛ́	d i l ɛ n d ɛ
700	know	a141lefo	bí	b i
701	leaf	a141lefo	ì-yɛ́	i j ɛ
702	leg	a141lefo	ɛ̀-kwè	ɛ k w e
703	liver	a141lefo	lì-bɛ̀	l i b ɛ
704	louse	a141lefo	ɲè	ɲ e
705	man	a141lefo	mò-mâŋ	m o m a ŋ
706	moon	a141lefo	ŋgɔ̀n	ŋ g ɔ n
707	mouth	a141lefo	ǹ-sò	n s o
708	name	a141lefo	d-ǐn	d i n
709	navel	a141lefo	wù-tɔ́ŋ	w u t ɔ ŋ
710	neck	a141lefo	lè-bɔ̀ˀ	l e b ɔˀ
711	night	a141lefo	wù-dúù	w u d u u
712	nose	a141lefo	dúì	d u i
713	one	a141lefo	-fɔ́ʔ	f ɔ ʔ
714	person	a141lefo	mɔ̀ˀ	m ɔˀ
715	rain	a141lefo	mbú	m b u
716	road	a141lefo	m̀-bòkà	m b o k a
717	root	a141lefo	ŋ̀-káŋgá	ŋ k a ŋ g a
718	salt	a141lefo	ù-kwǎ	u k w a
719	sand	a141lefo	fyàŋgúˀ	f j a ŋ g uˀ
720	see	a141lefo	-mín	m i n
721	send	a141lefo	lúm	l u m
722	shame	a141lefo	wù-ʃɔ́n	w u ʃ ɔ n
723	sing	a141lefo	kɔ́n	k ɔ n
724	skin	a141lefo	ŋgò	ŋ g o
725	sky	a141lefo	ámwěn	a m w e n
726	sleep	a141lefo	wù-yɔ́	w u j ɔ
727	smoke	a141lefo	ǹ-tútù	n t u t u
728	snake	a141lefo	ɲɔ̌	ɲ ɔ
729	spear	a141lefo	ɛ̀-lɔ̂	ɛ l ɔ
730	steal	a141lefo	jiˀ	j iˀ
731	stone	a141lefo	dì-lɛ́	d i l ɛ
732	sun	a141lefo	dǔlù	d u l u
733	tail	a141lefo	ŋ̀-kòn	ŋ k o n
734	ten	a141lefo	dyôm	d j o m
735	three	a141lefo	-láán	l a a n
736	tongue	a141lefo	ɛ̀-yə́m	ɛ j ə m
737	tooth	a141lefo	lè-sòŋ	l e s o ŋ
738	tree	a141lefo	bw-ɛ̌	b w ɛ
739	two	a141lefo	-bɛ̂	b ɛ
740	urine	a141lefo	mə̀-níà	m ə n i a
741	village	a141lefo	ŋ̀-kí	ŋ k i
742	vomit	a141lefo	-yūé	j u e
743	walk	a141lefo	-kə̀	k ə
744	war	a141lefo	bilá	b i l a
745	water	a141lefo	mà-déˀ	m a d eˀ
746	wind	a141lefo	ŋgùŋgù	ŋ g u ŋ g u
747	woman	a141lefo	mw-àlân	m w a l a n
748	animal	a151nkongho	ɲà	ɲ a
749	arm	a151nkongho	lè-kíá	l e k i a
750	ashes	a151nkongho	mpʰɘ́	m pʰ ɘ
751	bark	a151nkongho	è-kògò	e k o g o
752	bed	a151nkongho	lɛ̀-gɔ̀k	l ɛ g ɔ k
753	belly	a151nkongho	lɛ̀-bɘ̀n	l ɛ b ɘ n
754	big	a151nkongho	-mɔ̀k	m ɔ k
755	bird	a151nkongho	mə̀-nɔ̀ɔ́	m ə n ɔ ɔ
756	bite	a151nkongho	ŋ̀-kɔ̀gɛ̀lɛ́	ŋ k ɔ g ɛ l ɛ
757	blood	a151nkongho	mɛ̀-kʰǐ	m ɛ kʰ i
758	bone	a151nkongho	ɛ̀-fɛ́ˀ	ɛ f ɛˀ
759	breast	a151nkongho	lɛ̀-bɛ́ɛ̀ˀ	l ɛ b ɛ ɛˀ
760	burn	a151nkongho	m̀-bø̀ntɛ́	m b ø n t ɛ
761	child	a151nkongho	mwé	m w e
762	cloud	a151nkongho	ɛ̀-bàk	ɛ b a k
763	come	a151nkongho	pǎ	p a
764	count	a151nkongho	ǹ-láŋkɛ́ láŋ	n l a ŋ k ɛ + l a ŋ
765	dew	a151nkongho	myáˀ	m j aˀ
766	die	a151nkongho	ŋ̀-kwánɛ́ kwá	ŋ k w a n ɛ + k w a
767	dog	a151nkongho	mbə̀gá	m b ə g a
768	drink	a151nkongho	-núwə́ ǹ-núwánɛ́	n u w ə + n n u w a n ɛ
769	ear	a151nkongho	lɛ̀-ʦɘ̂	l ɛ ts ɘ
770	eat	a151nkongho	dɛ́gá	d ɛ g a
771	egg	a151nkongho	lɛ̀-kʰǐ	l ɛ kʰ i
772	elephant	a151nkongho	nzòk	n z o k
773	eye	a151nkongho	d-íˀ	d iˀ
774	face	a151nkongho	bɛ̀-súgú	b ɛ s u g u
775	fall	a151nkongho	m̀-fúɛ́ntɛ́	m f u ɛ n t ɛ
776	fat, oil	a151nkongho	lɛ̀-fɔ́ŋ	l ɛ f ɔ ŋ
777	feather	a151nkongho	è-tɔ̀k	e t ɔ k
778	fingernail	a151nkongho	ɲé	ɲ e
779	fire	a151nkongho	mɘ̀ɘ́	m ɘ ɘ
780	fire-wood	a151nkongho	lɛ́lɛ́	l ɛ l ɛ
781	fish	a151nkongho	sẅíí	s w i i
782	five	a151nkongho	-táà	t a a
783	fly	a151nkongho	m̀-pønɛ́	m p ø n ɛ
784	four	a151nkongho	-ɲìì	ɲ i i
785	give	a151nkongho	m̀-bàkɛ́	m b a k ɛ
786	goat	a151nkongho	mbúˀ	m b uˀ
787	ground, soil	a151nkongho	ndɔ̀ˀ	n d ɔˀ
788	hair	a151nkongho	ɲɔ̀ŋ	ɲ ɔ ŋ
789	head	a151nkongho	ǹ-dúgú	n d u g u
790	hear	a151nkongho	ŋ̀-gòkɛ́	ŋ g o k ɛ
791	heart	a151nkongho	èpɘ̀ɘ́zók	e p ɘ ɘ z o k
792	horn	a151nkongho	ndɔ́ŋ	n d ɔ ŋ
793	house	a151nkongho	ndáˀ	n d aˀ
794	hunger	a151nkongho	nʃà	n ʃ a
795	intestine	a151nkongho	myɛ̀ˀ	m j ɛˀ
796	iron	a151nkongho	ɛ̀-kyɛ̀ˀ	ɛ k j ɛˀ
797	kill	a151nkongho	ŋ̀-kǿnɛ́ kǿ	ŋ k ø n ɛ + k ø
798	knee	a151nkongho	d-òŋ	d o ŋ
799	knife	a151nkongho	páŋàlə̀ŋ	p a ŋ a l ə ŋ
800	know	a151nkongho	phí́	p h i
801	leaf	a151nkongho	ʃ-ǎ	ʃ a
802	leg	a151nkongho	lɛ̀-kʰɘ̀	l ɛ kʰ ɘ
803	liver	a151nkongho	lè-byàˀ	l e b j aˀ
804	louse	a151nkongho	tɘ̀ˀ	t ɘˀ
805	man	a151nkongho	nzógóˀ	n z o g oˀ
806	moon	a151nkongho	mùùʒìkímín	m u u ʒ i k i m i n
807	mouth	a151nkongho	ǹ-ʃú	n ʃ u
808	name	a151nkongho	d-ǐˀ	d iˀ
809	navel	a151nkongho	lɛ̀-tɔ́ŋ	l ɛ t ɔ ŋ
810	neck	a151nkongho	lɛ̀-bɔ̀ɔ̀	l ɛ b ɔ ɔ
811	night	a151nkongho	ŋ̀-kɘ̀	ŋ k ɘ
812	nose	a151nkongho	ʧüí	tʃ y i
813	one	a151nkongho	fɔ́k˺	f ɔ k
814	person	a151nkongho	mùˀ	m uˀ
815	rain	a151nkongho	mbígí	m b i g i
816	road	a151nkongho	ɲʃǐ	ɲ ʃ i
817	root	a151nkongho	ŋ̀-kàŋ	ŋ k a ŋ
818	salt	a151nkongho	ŋ̀-kwáá	ŋ k w a a
819	sand	a151nkongho	ɲàŋáˀ	ɲ a ŋ aˀ
820	see	a151nkongho	ŋ̀-gə́ə́ntɛ́	ŋ g ə ə n t ɛ
821	send	a151nkongho	n-lúntɛ́	n l u n t ɛ
822	shame	a151nkongho	è-dìkɛ́	e d i k ɛ
823	sing	a151nkongho	ǹ-zɔ̀tɛ́ zɔ̀ˀ	n z ɔ t ɛ + z ɔˀ
824	skin	a151nkongho	ŋgùˀ	ŋ g uˀ
825	sky	a151nkongho	dúˀ	d uˀ
826	sleep	a151nkongho	bɛ̀-zógɔ́	b ɛ z o g ɔ
827	smoke	a151nkongho	zɨ́ɨ̀ˀ	z ɨ ɨˀ
828	snake	a151nkongho	nɔ́gɔ́	n ɔ g ɔ
829	spear	a151nkongho	lɛ̀-kɔ́ŋ	l ɛ k ɔ ŋ
830	steal	a151nkongho	ǹ-ʒíté ʒíˀ	n ʒ i t e + ʒ iˀ
831	stone	a151nkongho	líá	l i a
832	sun	a151nkongho	dídùgùˀ	d i d u g uˀ
833	tail	a151nkongho	ŋ̀-kùú	ŋ k u u
834	ten	a151nkongho	dúgù	d u g u
835	three	a151nkongho	-láɣá	l a ɣ a
836	tongue	a151nkongho	ɛ̀-lɛ́ˀ	ɛ l ɛˀ
837	tooth	a151nkongho	lə̀-sóŋ	l ə s o ŋ
838	tree	a151nkongho	ʒ-ìgíˀ	ʒ i g iˀ
839	two	a151nkongho	-byà	b j a
840	urine	a151nkongho	míìˀ	m i iˀ
841	village	a151nkongho	mbók	m b o k
842	vomit	a151nkongho	-zúgú	z u g u
843	walk	a151nkongho	kə̀	k ə
844	war	a151nkongho	phìí	p h i i
845	water	a151nkongho	mə-díˀ	m ə d iˀ
846	wind	a151nkongho	lə̀-fwɔ́ˀ	l ə f w ɔˀ
847	woman	a151nkongho	mə̀ŋá	m ə ŋ a
848	animal	a15ambuu	ɲàm	ɲ a m
849	arm	a15ambuu	è-kɛ́ɛ́	e k ɛ ɛ
850	ashes	a15ambuu	mbúùm	m b u u m
851	bark	a15ambuu	è-kòb'	e k o b
852	bed	a15ambuu	à-nɔ̀ŋ	a n ɔ ŋ
853	belly	a15ambuu	à-bə̀m	a b ə m
854	big	a15ambuu	ǹsùg'	n s u g
855	bird	a15ambuu	à-nɔ̀n	a n ɔ n
856	bite	a15ambuu	-kpáàlɛ̀	k p a a l ɛ
857	blood	a15ambuu	ŋ̀-kìí	ŋ k i i
858	bone	a15ambuu	è-fèyg'	e f e j g
859	breast	a15ambuu	à-byɛ̂	a b j ɛ
860	burn	a15ambuu	-tə̀màŋ	t ə m a ŋ
861	child	a15ambuu	mw-àn	m w a n
862	cloud	a15ambuu	mbɑ̀ˀ èbɑ̀ˀ	m b ɑˀ + e b ɑˀ
863	come	a15ambuu	-sɛ́ɛ́	s ɛ ɛ
